name,element,position,team_name,opponent_name,GW,season,total_points_last3,total_points_last5,minutes_last3,minutes_last5,goals_scored_last3,assists_last3,ict_index_last3,team_goals_last3,team_points_last3,opp_goals_last3,opp_points_last3,opp_conceded_last3_true,fixture_1_5_fdr
Lewis Cook,88,MID,Bournemouth,Man Utd,31,2025-26,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Lewis Dobbin,57,MID,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Lewis Dunk,146,DEF,Brighton,Liverpool,31,2025-26,4.0,4.0,60.0,72.0,0.0,0.0,2.6999999999999997,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Lewis Hall,473,DEF,Newcastle,Sunderland,31,2025-26,2.6666666666666665,3.2,90.0,72.2,0.0,0.0,3.1999999999999997,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Lewis Miley,497,MID,Newcastle,Sunderland,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Lewis O'Brien,520,MID,Nott'm Forest,Spurs,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Lewis Orford,622,MID,West Ham,Aston Villa,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Liam Delap,250,FWD,Chelsea,Everton,31,2025-26,1.0,1.0,18.0,15.0,0.0,0.0,1.1333333333333335,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Lino da Cruz Sousa,45,DEF,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Lisandro Martínez,437,DEF,Man Utd,Bournemouth,31,2025-26,0.0,0.4,0.0,18.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Lorenzo Lucca,805,FWD,Nott'm Forest,Spurs,31,2025-26,0.0,0.6,0.0,16.6,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Loum Tchaouna,210,MID,Burnley,Fulham,31,2025-26,0.6666666666666666,0.6,13.0,9.2,0.0,0.0,0.7666666666666667,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Luca Koleosho,208,MID,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Luca Netz,814,DEF,Nott'm Forest,Spurs,31,2025-26,0.3333333333333333,0.2,11.333333333333334,6.8,0.0,0.0,0.2333333333333333,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Lucas Bergvall,586,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Lucas Digne,37,DEF,Aston Villa,West Ham,31,2025-26,2.0,1.2,50.0,30.0,0.0,0.3333333333333333,2.0333333333333337,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Lucas Estella Perri,665,GK,Leeds,Brentford,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Lucas Pires Silva,195,DEF,Burnley,Fulham,31,2025-26,0.6666666666666666,0.6,65.33333333333333,48.2,0.0,0.0,2.733333333333334,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Lucas Tolentino Coelho de Lima,612,MID,West Ham,Aston Villa,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Lucá Williams-Barnett,790,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Luis Díaz Marulanda,383,MID,Liverpool,Brighton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Luis Eduardo Soares da Silva,729,DEF,Nott'm Forest,Spurs,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Luis Guilherme Lira dos Santos,619,MID,West Ham,Aston Villa,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Luis Sinisterra Lucumí,91,MID,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Luka Bentt,810,MID,Brentford,Leeds,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Luka Vušković,578,DEF,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Lukas Nmecha,365,FWD,Leeds,Brentford,31,2025-26,1.0,3.0,32.666666666666664,39.2,0.0,0.0,1.2666666666666673,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Lukasz Fabianski,738,GK,West Ham,Aston Villa,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Luke Harris,334,MID,Fulham,Burnley,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Luke O'Nien,539,DEF,Sunderland,Newcastle,31,2025-26,2.0,1.2,38.666666666666664,23.2,0.0,0.0,0.5333333333333333,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Luke Shaw,443,DEF,Man Utd,Bournemouth,31,2025-26,2.0,2.8,57.666666666666664,70.6,0.0,0.0,1.4333333333333336,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Lutsharel Geertruida,724,DEF,Sunderland,Newcastle,31,2025-26,2.3333333333333335,1.8,78.0,64.4,0.0,0.0,1.9666666666666668,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Luís Hemir Silva Semedo,563,FWD,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Lyle Foster,217,FWD,Burnley,Fulham,31,2025-26,1.3333333333333333,1.0,66.66666666666667,43.4,0.0,0.0,2.8333333333333335,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Mads Hermansen,679,GK,West Ham,Aston Villa,31,2025-26,4.0,4.8,90.0,90.0,0.0,0.0,3.233333333333333,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Mads Roerslev Rasmussen,112,DEF,Brentford,Leeds,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Malcom DaCosta,756,MID,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Malick Thiaw,684,DEF,Newcastle,Sunderland,31,2025-26,4.666666666666667,5.6,90.0,90.0,0.0,0.0,4.699999999999999,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Malick Yalcouyé,174,MID,Brighton,Liverpool,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Malo Gusto,228,DEF,Chelsea,Everton,31,2025-26,2.3333333333333335,2.6,44.666666666666664,60.6,0.0,0.3333333333333333,2.433333333333333,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Mamadou Sarr,231,DEF,Chelsea,Everton,31,2025-26,0.3333333333333333,0.4,29.666666666666668,18.2,0.0,0.0,0.43333333333333335,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Manor Solomon,589,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Manuel Benson Hedilazio,201,MID,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Manuel Ugarte Ribeiro,459,MID,Man Utd,Bournemouth,31,2025-26,0.6666666666666666,0.4,10.0,6.0,0.0,0.0,0.46666666666666673,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Marc Cucurella Saseta,224,DEF,Chelsea,Everton,31,2025-26,1.0,0.8,33.666666666666664,29.2,0.0,0.0,3.0666666666666664,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Marc Guiu Paz,252,FWD,Chelsea,Everton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Marco Bizot,33,GK,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Marcos Senesi Barón,72,DEF,Bournemouth,Man Utd,31,2025-26,8.333333333333334,6.4,90.0,90.0,0.0,0.0,3.099999999999999,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Marcus Edwards,206,MID,Burnley,Fulham,31,2025-26,0.3333333333333333,1.6,8.0,37.2,0.0,0.0,0.3333333333333333,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Marcus Rashford,451,MID,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Marcus Tavernier,84,MID,Bournemouth,Man Utd,31,2025-26,4.0,2.6,86.66666666666667,54.0,0.0,0.3333333333333333,8.4,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Mark Gillespie,471,GK,Newcastle,Sunderland,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Mark Travers,288,GK,Everton,Chelsea,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Marko Stamenić,524,MID,Nott'm Forest,Spurs,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Martial Godo,333,MID,Fulham,Burnley,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Martin Dúbravka,470,GK,Burnley,Fulham,31,2025-26,2.6666666666666665,2.2,90.0,90.0,0.0,0.0,1.8666666666666663,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Martin Sherif,313,FWD,Everton,Chelsea,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Mason Mount,455,MID,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Matai Akinmboni,75,DEF,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Mateo Joseph Fernández-Regatillo,364,FWD,Leeds,Brentford,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Mateus Gonçalo Espanha Fernandes,708,MID,West Ham,Aston Villa,31,2025-26,1.6666666666666667,2.6,90.0,90.0,0.0,0.0,1.1333333333333335,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Matheus Santos Carneiro da Cunha,450,MID,Man Utd,Bournemouth,31,2025-26,5.0,4.0,90.0,85.6,0.3333333333333333,0.3333333333333333,6.366666666666667,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Mathias Jensen,126,MID,Brentford,Leeds,31,2025-26,2.6666666666666665,2.2,90.0,90.0,0.0,0.0,3.9,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Mathys Tel,584,MID,Spurs,Nott'm Forest,31,2025-26,1.6666666666666667,1.4,65.33333333333333,51.8,0.0,0.0,6.133333333333333,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Mats Wieffer,173,MID,Brighton,Liverpool,31,2025-26,3.3333333333333335,2.4,78.66666666666667,60.0,0.0,0.0,4.166666666666665,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Matt O'Riley,164,MID,Brighton,Liverpool,31,2025-26,0.3333333333333333,0.2,0.3333333333333333,0.2,0.0,0.0,0.0,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Matt Targett,484,DEF,Newcastle,Sunderland,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Matt Turner,504,GK,Nott'm Forest,Spurs,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Matthew Cox,103,GK,Brentford,Leeds,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Matthijs de Ligt,436,DEF,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Matty Cash,36,DEF,Aston Villa,West Ham,31,2025-26,-0.3333333333333333,0.2,45.0,44.2,0.0,0.0,1.9666666666666661,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Matz Sels,502,GK,Nott'm Forest,Spurs,31,2025-26,3.0,1.8,90.0,54.0,0.0,0.0,2.066666666666667,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Max Merrick,789,GK,Chelsea,Everton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Max Weiß,183,GK,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Maxim De Cuyper,145,DEF,Brighton,Liverpool,31,2025-26,0.6666666666666666,0.6,5.0,5.8,0.0,0.0,0.03333333333333333,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Maxime Estève,191,DEF,Burnley,Fulham,31,2025-26,2.3333333333333335,2.4,84.33333333333333,86.6,0.0,0.0,2.066666666666667,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Maximilian Kilman,605,DEF,West Ham,Aston Villa,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Maxwel Cornet,617,MID,West Ham,Aston Villa,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Melker Ellborg,812,GK,Sunderland,Newcastle,31,2025-26,4.333333333333333,2.6,60.0,36.0,0.0,0.0,1.7666666666666668,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Merlin Röhl,728,MID,Everton,Chelsea,31,2025-26,0.3333333333333333,0.2,1.3333333333333333,0.8,0.0,0.0,0.16666666666666666,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Michael Kayode,110,DEF,Brentford,Leeds,31,2025-26,4.333333333333333,3.0,90.0,72.0,0.3333333333333333,0.0,4.3999999999999995,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Michael Keane,295,DEF,Everton,Chelsea,31,2025-26,1.6666666666666667,1.6,32.666666666666664,37.8,0.0,0.0,2.1333333333333333,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Michael Obafemi,219,FWD,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Micky van de Ven,575,DEF,Spurs,Nott'm Forest,31,2025-26,-1.0,0.0,42.333333333333336,61.4,0.0,0.0,0.46666666666666723,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Mike Penders,222,GK,Chelsea,Everton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Mike Trésor Ndayishimiye,214,MID,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Mikey Moore,592,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Mikkel Damsgaard,121,MID,Brentford,Leeds,31,2025-26,7.666666666666667,5.0,83.66666666666667,58.2,0.6666666666666666,0.3333333333333333,7.300000000000001,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Milan Aleksić,546,MID,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Milos Kerkez,371,DEF,Liverpool,Brighton,31,2025-26,2.3333333333333335,2.6,51.333333333333336,47.2,0.0,0.0,1.2333333333333334,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Miodrag Pivaš,483,DEF,Newcastle,Sunderland,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Mitoma Kaoru,157,MID,Brighton,Liverpool,31,2025-26,0.6666666666666666,1.6,45.0,61.0,0.0,0.0,2.8000000000000003,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Mohamadou Kanté,758,MID,West Ham,Aston Villa,31,2025-26,0.6666666666666666,0.6,1.0,1.8,0.0,0.0,0.03333333333333333,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Mohamed Salah,381,MID,Liverpool,Brighton,31,2025-26,4.0,4.2,68.66666666666667,74.4,0.3333333333333333,0.0,5.766666666666667,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Mohammed Kudus,582,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Moisés Caicedo Corozo,241,MID,Chelsea,Everton,31,2025-26,2.3333333333333335,2.0,80.0,84.0,0.0,0.0,1.7000000000000004,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Morgan Gibbs-White,515,MID,Nott'm Forest,Spurs,31,2025-26,6.666666666666667,5.0,84.0,86.4,0.6666666666666666,0.0,8.399999999999999,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Morgan Rogers,47,MID,Aston Villa,West Ham,31,2025-26,1.6666666666666667,1.8,90.0,90.0,0.0,0.0,4.1000000000000005,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Murillo Costa dos Santos,506,DEF,Nott'm Forest,Spurs,31,2025-26,3.0,2.2,90.0,72.0,0.0,0.0,2.4666666666666672,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Mykhailo Mudryk,245,MID,Chelsea,Everton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Myles Peart-Harris,133,MID,Brentford,Leeds,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Nathan Collins,106,DEF,Brentford,Leeds,31,2025-26,2.0,1.4,60.0,45.0,0.0,0.0,1.4000000000000006,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Nathan Patterson,296,DEF,Everton,Chelsea,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Nayef Aguerd,607,DEF,West Ham,Aston Villa,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Nazarii Rusyn,564,FWD,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Neco Williams,508,DEF,Nott'm Forest,Spurs,31,2025-26,2.0,3.6,78.0,82.8,0.0,0.0,2.6666666666666665,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Nectarios Triantis,559,MID,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Nehemiah Oriola,744,MID,Brighton,Liverpool,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Niall Huggins,537,DEF,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Nick Pope,469,GK,Newcastle,Sunderland,31,2025-26,0.3333333333333333,1.0,30.0,54.0,0.0,0.0,0.29999999999999943,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Nick Woltemade,714,FWD,Newcastle,Sunderland,31,2025-26,1.0,1.0,40.333333333333336,36.4,0.0,0.0,0.5666666666666663,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Niclas Füllkrug,625,FWD,West Ham,Aston Villa,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Nicolas Jackson,251,FWD,Chelsea,Everton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Nicolás Domínguez,519,MID,Nott'm Forest,Spurs,31,2025-26,1.0,0.8,36.0,24.2,0.0,0.0,1.4333333333333333,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Nicolò Savona,716,DEF,Nott'm Forest,Spurs,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Nikola Milenković,505,DEF,Nott'm Forest,Spurs,31,2025-26,2.3333333333333335,3.4,90.0,90.0,0.0,0.0,1.5333333333333332,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Nilson Angulo,813,MID,Sunderland,Newcastle,31,2025-26,1.3333333333333333,1.6,33.666666666666664,49.8,0.0,0.0,0.8333333333333334,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Noah Okafor,698,MID,Leeds,Brentford,31,2025-26,0.0,1.2,0.0,7.0,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Noah Sadiki,552,MID,Sunderland,Newcastle,31,2025-26,2.0,2.0,90.0,90.0,0.0,0.0,1.9333333333333333,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Norberto Bercique Gomes Betuncal,311,FWD,Everton,Chelsea,31,2025-26,4.333333333333333,2.8,74.33333333333333,52.4,0.3333333333333333,0.0,6.033333333333332,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Norberto Murara Neto,66,GK,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Nordi Mukiele,694,DEF,Sunderland,Newcastle,31,2025-26,0.0,0.6,0.0,20.2,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Noussair Mazraoui,438,DEF,Man Utd,Bournemouth,31,2025-26,2.6666666666666665,1.6,50.0,32.4,0.0,0.0,1.2666666666666666,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Odysseas Vlachodimos,472,GK,Newcastle,Sunderland,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Ola Aina,507,DEF,Nott'm Forest,Spurs,31,2025-26,4.0,4.0,87.0,88.2,0.0,0.0,2.433333333333333,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Oleksandr Zinchenko,12,DEF,Nott'm Forest,Spurs,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Oliver Pimlott,776,MID,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Oliver Sonne,197,DEF,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Olivier Boscagli,143,DEF,Brighton,Liverpool,31,2025-26,0.3333333333333333,0.4,30.0,23.8,0.0,0.0,0.9333333333333332,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Ollie Scarles,608,DEF,West Ham,Aston Villa,31,2025-26,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Ollie Shield,819,DEF,Brentford,Leeds,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Ollie Watkins,64,FWD,Aston Villa,West Ham,31,2025-26,1.0,1.4,71.33333333333333,75.4,0.0,0.0,1.8999999999999997,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Oluwaseun Adewumi,212,MID,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Omar Alderete,683,DEF,Sunderland,Newcastle,31,2025-26,4.333333333333333,3.2,90.0,87.8,0.0,0.0,4.566666666666667,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Omar Richards,512,DEF,Nott'm Forest,Spurs,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
