name,element,position,team_name,opponent_name,GW,season,total_points_last3,total_points_last5,minutes_last3,minutes_last5,goals_scored_last3,assists_last3,ict_index_last3,team_goals_last3,team_points_last3,opp_goals_last3,opp_points_last3,opp_conceded_last3_true,fixture_1_5_fdr
Omari Hutchinson,693,MID,Nott'm Forest,Spurs,31,2025-26,0.6666666666666666,1.6,33.333333333333336,51.0,0.0,0.0,1.866666666666666,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Oscar Bobb,424,MID,Fulham,Burnley,31,2025-26,3.0,2.2,54.666666666666664,45.4,0.0,0.3333333333333333,2.533333333333333,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Owen Bevan,76,DEF,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Owen Dodgson,189,DEF,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Pablo Felipe Pereira de Jesus,785,FWD,West Ham,Aston Villa,31,2025-26,0.6666666666666666,0.4,21.0,12.6,0.0,0.0,0.26666666666666666,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Pape Matar Sarr,593,MID,Spurs,Nott'm Forest,31,2025-26,2.0,3.6,70.66666666666667,78.4,0.0,0.0,2.466666666666667,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Paris Maghoma,132,MID,Brentford,Leeds,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Pascal Groß,783,MID,Brighton,Liverpool,31,2025-26,5.0,4.0,90.0,90.0,0.0,0.6666666666666666,6.100000000000001,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Pascal Struijk,343,DEF,Leeds,Brentford,31,2025-26,4.0,2.8,90.0,72.0,0.0,0.0,2.9333333333333336,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Patrick Bamford,363,FWD,Leeds,Brentford,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Patrick Dorgu,441,DEF,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Patrick Roberts,545,MID,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Pau Torres,41,DEF,Aston Villa,West Ham,31,2025-26,0.3333333333333333,0.2,30.0,18.0,0.0,0.0,0.7333333333333334,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Pedro Lomba Neto,236,MID,Chelsea,Everton,31,2025-26,-0.3333333333333333,1.6,23.0,36.4,0.0,0.0,0.49999999999999883,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Pedro Porro Sauceda,568,DEF,Spurs,Nott'm Forest,31,2025-26,1.0,0.6,84.33333333333333,50.6,0.0,0.0,3.5,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Pervis Estupiñán Tenorio,147,DEF,Brighton,Liverpool,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Philip Billing,89,MID,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Pierre Ekwah Elimby,556,MID,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Quilindschy Hartman,192,DEF,Burnley,Fulham,31,2025-26,2.0,1.2,24.333333333333332,14.6,0.0,0.0,0.5,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Radu Drăgușin,572,DEF,Spurs,Nott'm Forest,31,2025-26,2.3333333333333335,2.4,59.666666666666664,71.8,0.0,0.0,1.7666666666666666,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Randal Kolo Muani,726,FWD,Spurs,Nott'm Forest,31,2025-26,2.0,2.8,38.0,40.2,0.0,0.3333333333333333,2.299999999999999,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Rasmus Højlund,465,FWD,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Rayan Vitor Simplício Rocha,807,MID,Bournemouth,Man Utd,31,2025-26,2.6666666666666665,3.4,83.0,85.8,0.0,0.0,3.1,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Raúl Jiménez Rodríguez,337,FWD,Fulham,Burnley,31,2025-26,1.6666666666666667,3.4,64.0,63.0,0.0,0.0,1.5666666666666667,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Reece James,225,DEF,Chelsea,Everton,31,2025-26,3.3333333333333335,3.2,90.0,71.6,0.0,0.3333333333333333,4.166666666666667,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Reece Welch,298,DEF,Everton,Chelsea,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Reinildo Mandava,541,DEF,Sunderland,Newcastle,31,2025-26,0.0,0.2,0.0,18.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Reiss Nelson,27,MID,Brentford,Leeds,31,2025-26,0.3333333333333333,0.2,1.6666666666666667,1.0,0.0,0.0,0.06666666666666667,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Remy Rees-Dottin,687,MID,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Rhys Williams,379,DEF,Liverpool,Brighton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Richarlison de Andrade,597,FWD,Spurs,Nott'm Forest,31,2025-26,5.0,3.2,46.0,32.0,0.6666666666666666,0.0,6.733333333333334,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Rico Henry,109,DEF,Brentford,Leeds,31,2025-26,1.6666666666666667,1.6,36.666666666666664,58.0,0.0,0.3333333333333333,2.3666666666666667,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Rio Kyerematen,811,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Rio Ngumoha,686,MID,Liverpool,Brighton,31,2025-26,1.6666666666666667,1.2,34.0,23.0,0.0,0.0,4.5,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Robert Lynch Sánchez,220,GK,Chelsea,Everton,31,2025-26,1.6666666666666667,1.6,60.0,72.0,0.0,0.0,1.0666666666666667,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Robin Roefs,670,GK,Sunderland,Newcastle,31,2025-26,0.6666666666666666,1.0,30.0,54.0,0.0,0.0,0.7333333333333334,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Rodrigo Bentancur,585,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Rodrigo Muniz Carvalho,338,FWD,Fulham,Burnley,31,2025-26,1.0,1.0,25.0,26.0,0.0,0.0,1.7666666666666664,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Romain Faivre,92,MID,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Romaine Mundle,548,MID,Sunderland,Newcastle,31,2025-26,0.0,0.4,0.0,12.2,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Roman Dixon,297,DEF,Everton,Chelsea,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Romelle Donovan,130,MID,Brentford,Leeds,31,2025-26,0.3333333333333333,0.4,6.0,5.4,0.0,0.0,0.2333333333333333,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Roméo Lavia,244,MID,Chelsea,Everton,31,2025-26,1.0,0.6,19.666666666666668,11.8,0.0,0.0,0.43333333333333335,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Ronnie Hollingshead,757,GK,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Ross Barkley,55,MID,Aston Villa,West Ham,31,2025-26,4.666666666666667,3.2,46.0,39.4,0.3333333333333333,0.0,4.066666666666666,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Ryan Christie,87,MID,Bournemouth,Man Utd,31,2025-26,2.6666666666666665,2.2,53.666666666666664,52.8,0.0,0.0,2.1999999999999997,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Ryan Gravenberch,390,MID,Liverpool,Brighton,31,2025-26,2.3333333333333335,3.0,73.33333333333333,80.0,0.0,0.3333333333333333,3.866666666666666,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Ryan Sessegnon,328,MID,Fulham,Burnley,31,2025-26,2.0,2.4,33.0,55.8,0.0,0.0,2.266666666666667,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Ryan Trevitt,134,MID,Brentford,Leeds,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Ryan Yates,522,MID,Nott'm Forest,Spurs,31,2025-26,0.6666666666666666,0.4,5.666666666666667,3.4,0.0,0.0,0.26666666666666666,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Sam Alabi,772,MID,Newcastle,Sunderland,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Sam Byram,346,DEF,Leeds,Brentford,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Sam Chambers,787,MID,Leeds,Brentford,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Sam Greenwood,355,MID,Leeds,Brentford,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Sam Proctor,703,GK,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Samuel Amissah,323,DEF,Fulham,Burnley,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Samuel Chukwueze,727,MID,Fulham,Burnley,31,2025-26,1.3333333333333333,1.0,45.333333333333336,39.0,0.0,0.0,2.8000000000000003,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Samuel Iling-Junior,51,MID,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Sander Berge,330,MID,Fulham,Burnley,31,2025-26,2.6666666666666665,2.8,82.66666666666667,83.6,0.0,0.0,1.2333333333333334,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Sandro Tonali,491,MID,Newcastle,Sunderland,31,2025-26,2.6666666666666665,2.2,60.0,57.0,0.0,0.3333333333333333,4.8999999999999995,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Saša Lukić,332,MID,Fulham,Burnley,31,2025-26,0.3333333333333333,0.2,9.0,5.4,0.0,0.0,0.3000000000000015,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Sean Longstaff,493,MID,Leeds,Brentford,31,2025-26,0.0,0.2,0.0,1.6,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Sean Neave,501,FWD,Newcastle,Sunderland,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Sebastiaan Bornauw,345,DEF,Leeds,Brentford,31,2025-26,0.0,0.0,0.0,10.8,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Senne Lammens,733,GK,Man Utd,Bournemouth,31,2025-26,2.0,3.4,90.0,90.0,0.0,0.0,1.633333333333333,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Sepp van den Berg,113,DEF,Brentford,Leeds,31,2025-26,4.333333333333333,4.4,90.0,90.0,0.0,0.3333333333333333,3.9,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Seth Ridgeon,770,MID,Fulham,Burnley,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Seung-Soo Park,689,MID,Newcastle,Sunderland,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Shea Lacey,755,MID,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Shurandy Sambo,196,DEF,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Simon Adingra,543,MID,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Simon Moore,529,GK,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Solly March,159,MID,Brighton,Liverpool,31,2025-26,0.3333333333333333,0.2,1.3333333333333333,0.8,0.0,0.0,0.0,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Son Heung-min,579,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Soungoutou Magassa,718,MID,West Ham,Aston Villa,31,2025-26,0.6666666666666666,1.2,43.666666666666664,45.0,0.0,0.0,0.6333333333333333,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Stefan Bajčetić Maquieira,393,MID,Liverpool,Brighton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Stefan Ortega Moreno,400,GK,Nott'm Forest,Spurs,31,2025-26,0.0,2.0,0.0,36.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Stefanos Tzimas,180,FWD,Brighton,Liverpool,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Steven Benda,315,GK,Fulham,Burnley,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Sven Botman,475,DEF,Newcastle,Sunderland,31,2025-26,3.6666666666666665,2.6,30.333333333333332,36.2,0.0,0.0,1.1666666666666672,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Séamus Coleman,294,DEF,Everton,Chelsea,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Sékou Koné,463,MID,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
TJ Carroll,781,DEF,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Taiwo Awoniyi,527,FWD,Nott'm Forest,Spurs,31,2025-26,1.0,0.6,15.0,9.0,0.0,0.0,0.2333333333333333,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Takai Kōta,577,DEF,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Tammy Abraham,808,FWD,Aston Villa,West Ham,31,2025-26,1.0,2.2,23.0,19.8,0.0,0.0,2.1333333333333333,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Tanaka Ao,358,MID,Leeds,Brentford,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Tariq Lamptey,150,DEF,Brighton,Liverpool,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Teddy Sharman-Lowe,803,GK,Chelsea,Everton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Thierno Barry,310,FWD,Everton,Chelsea,31,2025-26,2.6666666666666665,2.4,14.666666666666666,39.0,0.3333333333333333,0.0,2.6999999999999997,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Tim Iroegbunam,304,MID,Everton,Chelsea,31,2025-26,1.3333333333333333,1.2,29.333333333333332,33.2,0.0,0.0,1.0333333333333337,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Timothy Castagne,319,DEF,Fulham,Burnley,31,2025-26,0.3333333333333333,0.4,2.6666666666666665,2.0,0.0,0.0,0.9,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Timothée Pembélé,540,DEF,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Tino Livramento,477,DEF,Newcastle,Sunderland,31,2025-26,2.0,1.2,30.0,18.0,0.0,0.0,0.2333333333333333,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Toby Collyer,460,MID,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Tom Cairney,331,MID,Fulham,Burnley,31,2025-26,1.3333333333333333,1.0,30.0,18.4,0.0,0.0,0.8666666666666666,0.0,28.0,0.0,25.666666666666668,1.0,2.0
Tom Heaton,434,GK,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Tom King,630,GK,Everton,Chelsea,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Tom McGill,140,GK,Brighton,Liverpool,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Tom Watson,172,MID,Brighton,Liverpool,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Tomáš Souček,613,MID,West Ham,Aston Villa,31,2025-26,4.666666666666667,5.0,89.66666666666667,86.0,0.3333333333333333,0.0,5.366666666666667,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Tosin Adarabioyo,232,DEF,Chelsea,Everton,31,2025-26,0.6666666666666666,0.6,4.0,5.4,0.0,0.0,0.16666666666666666,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Trai Hume,532,DEF,Sunderland,Newcastle,31,2025-26,4.0,3.0,90.0,87.8,0.0,0.0,2.0333333333333337,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Travis Patterson,710,DEF,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Trevoh Chalobah,226,DEF,Chelsea,Everton,31,2025-26,1.6666666666666667,2.0,90.0,90.0,0.0,0.0,1.2666666666666668,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Trey Nyoni,396,MID,Liverpool,Brighton,31,2025-26,0.6666666666666666,0.4,3.6666666666666665,2.2,0.0,0.0,0.16666666666666666,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Triston Rowe,701,DEF,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Tyler Adams,85,MID,Bournemouth,Man Utd,31,2025-26,1.6666666666666667,2.0,50.333333333333336,43.2,0.0,0.0,1.3333333333333333,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Tyler Dibling,707,MID,Everton,Chelsea,31,2025-26,0.3333333333333333,0.2,0.3333333333333333,0.2,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Tyler Fletcher,771,MID,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Tyler Fredricson,446,DEF,Man Utd,Bournemouth,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Tyler Morton,395,MID,Liverpool,Brighton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Tyler Onyango,704,MID,Everton,Chelsea,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Tymur Tutierov,775,MID,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Tyrell Malacia,448,DEF,Man Utd,Bournemouth,31,2025-26,0.3333333333333333,0.2,1.6666666666666667,1.0,0.0,0.0,0.03333333333333333,1.3333333333333333,28.0,0.0,42.666666666666664,0.0,4.0
Tyrique George,243,MID,Everton,Chelsea,31,2025-26,0.6666666666666666,1.0,1.3333333333333333,16.4,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Tyrone Mings,40,DEF,Aston Villa,West Ham,31,2025-26,1.0,3.4,60.0,72.0,0.0,0.0,1.3333333333333333,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Valentín Castellanos,791,FWD,West Ham,Aston Villa,31,2025-26,3.6666666666666665,3.0,83.66666666666667,81.8,0.3333333333333333,0.0,5.566666666666666,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Veljko Milosavljevic,721,DEF,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Victor Lindelöf,719,DEF,Aston Villa,West Ham,31,2025-26,0.0,0.2,0.0,1.2,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Virgil van Dijk,373,DEF,Liverpool,Brighton,31,2025-26,3.3333333333333335,7.6,90.0,90.0,0.3333333333333333,0.0,7.266666666666667,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Vitalii Mykolenko,292,DEF,Everton,Chelsea,31,2025-26,3.3333333333333335,2.2,90.0,72.0,0.0,0.0,2.233333333333333,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Vitaly Janelt,125,MID,Brentford,Leeds,31,2025-26,0.0,0.4,0.0,27.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Václav Hladký,185,GK,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Wellity Lucky,760,DEF,Liverpool,Brighton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Wes Foderingham,601,GK,West Ham,Aston Villa,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,35.0,0.6666666666666666,19.666666666666668,3.5,3.0
Wesley Fofana,230,DEF,Chelsea,Everton,31,2025-26,1.6666666666666667,1.0,53.0,48.2,0.0,0.0,1.5,1.3333333333333333,28.666666666666668,0.6666666666666666,37.333333333333336,1.0,3.0
Wilfried Gnonto,351,MID,Leeds,Brentford,31,2025-26,0.3333333333333333,0.2,10.333333333333334,6.2,0.0,0.0,0.2333333333333333,0.0,25.333333333333332,0.6666666666666666,29.666666666666668,1.0,3.0
Will Dennis,68,GK,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Will Lankshear,598,FWD,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
William Osula,500,FWD,Newcastle,Sunderland,31,2025-26,2.6666666666666665,2.0,3.0,4.6,0.3333333333333333,0.0,1.7333333333333334,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Willy Boly,514,DEF,Nott'm Forest,Spurs,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Wilson Isidor,560,FWD,Sunderland,Newcastle,31,2025-26,1.6666666666666667,1.4,11.666666666666666,11.2,0.0,0.3333333333333333,0.26666666666666666,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Wilson Odobert,588,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.2,0.0,6.8,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Xavi Simons,717,MID,Spurs,Nott'm Forest,31,2025-26,1.0,1.2,35.666666666666664,57.4,0.0,0.0,2.6666666666666665,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
